Master Customer Cd	hospital	Customer Class Dsc	Competitor Txt	Bed Cnt	Surgeries Cnt	Territory Dsc	Physical City name	Physical state code	Physical ZIP code	FIPS	latitude	longitude	HS Region	HS division	cancer_ctr_flg	trauma_ctr_flg	Percent ARC	Customer Integration Customer Class Dsc
N006B8HGEN	HARBOR UCLA MEDICAL CENTER	Hospital Customer	Medium	415	10132	Urban	Torrance	CA	90502	06037	   33.837971	 -118.293025	Los Angeles Region	Pacific Division	Y	Y	Neither	Hospital                                
N0025429	AIR METHODS - PARSONS	Unclassified				Rural	Parsons	KS	67357	20099	   37.345929	  -95.261617	Kansas Oklahoma Region	Southwest and Rocky Mountain Division	N	N	Neither	Air Ambulance                           
N003B6PMID	PIEDMONT COLUMBUS REGIONAL MIDTOWN HOSP	Hospital Customer	Medium	583	11941	Urban	Columbus	GA	31901	13215	   32.465313	  -84.980285	Georgia Region	Southeast and Caribbean Division	Y	Y	Both	Hospital                                
N001AM011	AIR METHODS TICONDEROGA	Unclassified				Rural	Ticonderoga	NY	12883	36031			Eastern New York Region	Northeast Division	N	N	Neither	Air Ambulance                           
N049T0096T	BROOKE ARMY MEDICAL CENTER	Hospital Out of Region		500		Urban	Jbsa Ft Sam Houston	TX	78234	48029	   29.460713	  -98.41856	Central and South Texas Region	Southwest and Rocky Mountain Division	Y	Y	Neither	Government                              
N053B1HOWD	HOWARD UNIVERSITY HOSPITAL CORP.	Hospital Customer	Medium	482	10016	Urban	Washington	DC	20060	11001	   38.916986	  -77.02189	National Capital and Greater Chesapeake Region	Central Atlantic Division	Y	Y	Neither	Hospital                                
N022CHL	CHILDREN'S HOSPITAL OF PHILADELPHIA	Hospital Customer	Medium	564	21019	Urban	Philadelphia	PA	19104	42101	   39.948522	  -75.19331	Southeastern Pennsylvania Region	Northeast Division	N	N	Neither	Hospital                                
N011B1BARN	BARNES-JEWISH HOSPITAL	External Blood Bank Customers	High	1431	38697	Urban	Saint Louis	MO	63110	29510	   38.634772	  -90.26323	Missouri Arkansas Region	Southwest and Rocky Mountain Division	Y	Y	Both	Hospital                                
N003B2GWMD	NORTHSIDE HOSPITAL - GWINNETT	Others	Medium	388	16398	Urban	Lawrenceville	GA	30045	13135	   33.964343	  -84.01492	Georgia Region	Southeast and Caribbean Division	Y	Y	Both	Hospital                                
N020B5STAH	SAINT ALPHONSUS MEDICAL GROUP NAMPA	Hospital Customer	Medium	106	3165	Urban	Nampa	ID	83687	16027	   43.609971	 -116.529134	Idaho Montana East Oregon Region	Pacific Division	N	N	RBC Only	Hospital                                
N0065003	AIR METHODS HEMET	Unclassified				Urban	Hemet	CA	92545	06065			Southern California Region	Pacific Division	N	N	Neither	Air Ambulance                           
N012AM001	AIR METHODS LUMBERTON	Unclassified				Rural	Lumberton	NC	28358	37155	   34.607857	  -78.934772	North Carolina Region	Southeast and Caribbean Division	N	N	Neither	Air Ambulance                           
N001B1AMCH	ALBANY MEDICAL CENTER HOSPITAL	External Blood Bank Customers	Medium	748	27589	Urban	Albany	NY	12208	36001	   42.653215	  -73.77388	Eastern New York Region	Northeast Division	Y	Y	Neither	Hospital                                
N038B7VERN	VERNON TOWNSHIP FIRE DEPARTMENT	Hospital Customer				NA	Mccordsville	IN	46055	18059			Indiana Region	North Central Division	N	N	Neither	Ground Ambulance                        
N084UCDAV	UC DAVIS MEDICAL CENTER	External Blood Bank Customers	Medium	646	22298	Urban	Sacramento	CA	95817	06067	   38.554353	 -121.45753	California Gold Country Region	Pacific Division	Y	Y	Both	Hospital                                
N022ATL	ATLANTICARE REG MED CTR-CITY CAMPUS	Hospital in Region	Medium	244	7976	Urban	Atlantic City	NJ	08401	34001	   39.357772	  -74.43393	New Jersey Region	Northeast Division	Y	Y	Neither	Hospital                                
N040B0ADVC	ADVOCATE CHRIST MEDICAL CENTER	Hospital Customer	High	802	21518	Urban	Oak Lawn	IL	60453	17031	   41.72122	  -87.73222	Illinois Region	North Central Division	Y	Y	Both	Hospital                                
N0075241	AIR METHODS-WESTFIELD	Hospital in Region				Urban	Westfield	MA	01420	25027			Massachusetts Region	Northeast Division	N	N	Neither	Air Ambulance                           
N020LVMCFH	MIKE OCALLAGHAN FEDERAL HOSPITAL	Hospital Customer		114		Urban	Nellis Afb	NV	89191	32003	   36.239523	 -115.025695	Utah Nevada Region	Southwest and Rocky Mountain Division	N	N	Neither	Government                              
N001AM012	AIR METHODS WALLKILL	Unclassified				Rural	Wallkill	NY	12589	36111			Eastern New York Region	Northeast Division	N	N	Neither	Air Ambulance                           
N053B1GWUH	GEORGE WASHINGTON UNIV HOSP	Others	Medium	385	13934	Urban	Washington	DC	20037	11001	   38.901196	  -77.05047	National Capital and Greater Chesapeake Region	Central Atlantic Division	Y	Y	Both	Hospital                                
N022XAD	NEMOURS CHILDREN'S HOSPITAL	Non RC Blood Centers	Medium	260	12055	Urban	Wilmington	DE	19899	10003	   39.782311	  -75.55516	National Capital and Greater Chesapeake Region	Central Atlantic Division	Y	N	Neither	Hospital                                
N003B1KENN	WELLSTAR KENNESTONE HOSPITAL		High	633	24159	Urban	Marietta	GA	30060	13067	   33.969201	  -84.55034	Georgia Region	Southeast and Caribbean Division	Y	Y	Neither	Hospital                                
N02934039	NAVAL HOSPITAL CAMP LEJEUNE	Military Hospital		119	4044	Urban	Camp Lejeune	NC	28547	37133	   34.722848	  -77.35818	North Carolina Region	Southeast and Caribbean Division	N	N	Neither	Government                              
N011126	CBC OF GREATER KANSAS CITY	Hospital Customer				NA							TBD	TBD	N	N	Neither	Non RC Blood Center                     
N020S98UVR	UTAH VALLEY HOSPITAL	Hospital Out of Region	Medium	40	25000	Urban	Provo	UT	84604	49049	   40.248086	 -111.66558	Utah Nevada Region	Southwest and Rocky Mountain Division	Y	Y	Both	Hospital                                
N600CRTC	COMPONENT RECONCILIATION CUSTOMER	Destruction Customer				NA							TBD	TBD	N	N	Neither	Waste / Disposal                        
N084B5SJGH	SAN JOAQUIN GENERAL HOSPITAL	Hospital Customer		152	4217	Urban	French Camp	CA	95231	06077	   37.886552	 -121.28221	Northern California Coastal Region	Pacific Division	N	Y	Neither	Hospital                                
N0115401	AIR METHODS GRANITE CITY	Unclassified				Urban	Granite City	IL	62040	17119	   38.725838	  -90.111791	Missouri Arkansas Region	Southwest and Rocky Mountain Division	N	N	Neither	Air Ambulance                           
N0217519	AIR METHODS SANTE FE	Unclassified				NA	Santa Fe	NM	87507	35049	   35.595449	 -106.109399	Arizona New Mexico Region	Southwest and Rocky Mountain Division	N	N	Neither	Air Ambulance                           
N013B3SJOP	TRINITY HEALTH OAKLAND HOSPITAL	Hospital Out of Region	Medium	464	10680	Urban	Pontiac	MI	48341	26125	   42.61497	  -83.2751	Michigan Region	North Central Division	Y	Y	Both	Hospital                                
N024AIRMET	AIR METHODS GLASGOW	Hospital Customer				Rural	Glasgow	KY	42141	21009	   36.947551	  -85.918331	Kentucky Region	Central Atlantic Division	N	N	Neither	Air Ambulance                           
N022LOL	VIRTUA HEALTH CAMDEN	Hospital Customer	Medium	340	10764	Urban	Camden	NJ	08103	34007	   39.927017	  -75.09571	New Jersey Region	Northeast Division	Y	N	Neither	Hospital                                
N0217501	AIR METHODS SILVER CITY	Unclassified				NA	Silver City	NM	88061	35017	   32.654196	 -108.333572	Arizona New Mexico Region	Southwest and Rocky Mountain Division	N	N	Neither	Air Ambulance                           
N0205178	AIR METHODS- OGDEN	Hospital Customer				Urban	Washington Terrace	UT	84405	49057			Utah Nevada Region	Southwest and Rocky Mountain Division	N	N	Neither	Air Ambulance                           
N0217510	AIR METHODS CARLSBAD RW	Unclassified				NA	Carlsbad	NM	88220	35015	   32.311474	 -104.431928	Arizona New Mexico Region	Southwest and Rocky Mountain Division	N	N	Neither	Air Ambulance                           
N035CCLB	CARILION CONSOLIDATED LABS	Hospital Customer		737	25834	Urban	Roanoke	VA	24014	51161	   37.22286	  -79.915191	Virginia Region	Central Atlantic Division	Y	Y	Neither	Hospital                                
N022NJCITY	JERSEY CITY MEDICAL CENTER	Hospital Out of Region	Medium	348	7679	Urban	Jersey City	NJ	07302	34017	   40.716688	  -74.04995	New Jersey Region	Northeast Division	Y	Y	Both	Hospital                                
N006BNCEVC	CENTINELA HOSPITAL MEDICAL CENTER	Hospital Out of Region	Medium	362	2035	Urban	Inglewood	CA	90301	06037	   33.949067	 -118.34821	Los Angeles Region	Pacific Division	N	N	Neither	Hospital                                
N006BZPKVW	DOCTORS HOSPITAL OF RIVERSIDE			193		Urban	Riverside	CA	92503	06065	   33.882579	 -117.442303	Southern California Region	Pacific Division	N	N	Neither	Hospital                                
N007SV3769	PHI SIERRA VISTA HOSPITAL AZ	Hospital Customer				Rural	Sierra Vista	AZ	85635	04003			Arizona New Mexico Region	Southwest and Rocky Mountain Division	N	N	Neither	Air Ambulance                           
N0075217	AIR METHODS PARKER NATIVE	Unclassified				NA	Parker	AZ	85344	04012	   34.080654	 -114.216239	Arizona New Mexico Region	Southwest and Rocky Mountain Division	N	N	Neither	Air Ambulance                           
N041ATUSFR	TUSCALOOSA FIRE RESCUE	Hospital Customer				Urban	Tuscaloosa	AL	35401	01125			Alabama Mississippi Region	Southeast and Caribbean Division	N	N	Neither	Ground Ambulance                        
N049T3560T	THE CITY OF STEPHENVILLE FIRE DEPARTMENT	Hospital in Region				NA	Stephenville	TX	76401	48143			North Texas Region	Southwest and Rocky Mountain Division	N	N	Neither	Ground Ambulance                        
N030B15001	LEHIGH VALLEY HOSPITAL - HAZLETON	Miscellaneous	Medium	150	9273	Urban	Hazleton	PA	18201	42079	   40.950469	  -75.96343	Greater Pennsylvania Region	Northeast Division	N	Y	Neither	Hospital                                
N001003102	GUTHRIE LOURDES HOSPITAL	Non RC Blood Centers	Medium	242	18194	Urban	Binghamton	NY	13905	36007	   42.092677	  -75.93563	Western New York Region	Northeast Division	Y	Y	RBC Only	Hospital                                
N002B1GMRH	GLOBAL MEDICAL RESPONSE HAYS	Hospital Customer				Rural	Hays	KS	67601	20051			Kansas Oklahoma Region	Southwest and Rocky Mountain Division	N	N	Neither	Air Ambulance                           
N0075242	AIR METHODS GOODYEAR	Hospital Customer				Urban	Goodyear	AZ	85395	04013			Arizona New Mexico Region	Southwest and Rocky Mountain Division	N	N	Neither	Air Ambulance                           
N007SA3766	PHI SAFFORD AIRPORT AZ	Hospital Customer				Rural	Safford	AZ	85546	04009			Arizona New Mexico Region	Southwest and Rocky Mountain Division	N	N	Neither	Air Ambulance                           
N022ABN	ABINGTON HOSPITAL - JEFFERSON HEALTH	Hospital Out of Region	Medium	655	13688	Urban	Abington	PA	19001	42091	   40.118959	  -75.11939	Southeastern Pennsylvania Region	Northeast Division	Y	Y	Both	Hospital                                
N001AM008	AIR METHODS SELKIRK	Unclassified				Urban	Selkirk	NY	12158	36001			Eastern New York Region	Northeast Division	N	N	Neither	Air Ambulance                           
N021104	BLOOD BANK OF ALASKA	Community Blood Bank				NA							TBD	TBD	N	N	Neither	Non RC Blood Center                     
N0075238	AIR METHODS - COTTONWOOD	Hospital Customer				NA	Cottonwood	AZ	86326	04025			Arizona New Mexico Region	Southwest and Rocky Mountain Division	N	N	Neither	Air Ambulance                           
N006BCLAGO	LOS ANGELES GENERAL MEDICAL CENTER	Hospital Out of Region	Medium	600	13391	Urban	Los Angeles	CA	90033	06037	   34.05625	 -118.20658	Los Angeles Region	Pacific Division	Y	Y	Neither	Hospital                                
N02911021	SENTARA NORFOLK GENERAL HOSPITAL	Non RC Blood Centers	Low	525	20495	Urban	Norfolk	VA	23507	51710	   36.862156	  -76.30479	Virginia Region	Central Atlantic Division	Y	Y	Both	Hospital                                
N0205177	AIR METHODS- HENDERSON	Hospital Customer				Rural	Henderson	NV	89044	32003			Utah Nevada Region	Southwest and Rocky Mountain Division	N	N	Neither	Air Ambulance                           
N020B9PETE	ST PETER'S HEALTH REGIONAL MEDICAL CENTER-HELENA	Hospital Out of Region	Medium	123	2616	Rural	Helena	MT	59601	30049	   46.584211	 -111.9974	Idaho Montana East Oregon Region	Pacific Division	Y	N	Neither	Hospital                                
N041A10206	UNIVERSITY HOSPITAL-BIRMINGHAM	Research Lab Customers	High	1157	32909	Urban	Birmingham	AL	35294	01073	   33.506308	  -86.80294	Alabama Mississippi Region	Southeast and Caribbean Division	Y	Y	Both	Hospital                                
N0065030	AIR METHODS BIG BEAR	Unclassified				Rural	Big Bear	CA	92314	06071	   34.261092	 -116.809496	Southern California Region	Pacific Division	N	N	Neither	Air Ambulance                           
N053DOSAC	SAC MEDICAL	Hospital Customer				Urban	Washington	DC	20505	11001			National Capital and Greater Chesapeake Region	Central Atlantic Division	N	N	Neither	Air Ambulance                           
N049T0725T	PARKER COUNTY HOSPITAL DISTRICT EMS	Hospital Customer				Rural	Weatherford	TX	76086	48367			North Texas Region	Southwest and Rocky Mountain Division	N	N	Neither	Hospital                                
N020LVSHMC	SUNRISE HOSPITAL & MED CTR	Hospital Out of Region	Medium	762	17255	Urban	Las Vegas	NV	89109	32003	   36.134331	 -115.1369	Utah Nevada Region	Southwest and Rocky Mountain Division	Y	Y	Both	Hospital                                
N030B12001	GEISINGER MEDICAL CENTER - DANVILLE	Hospital Out of Region	Medium	559	34829	Urban	Danville	PA	17822	42093	   40.966823	  -76.60329	Greater Pennsylvania Region	Northeast Division	Y	Y	Neither	Hospital                                
N0075221	AIR METHODS PRESCOTT	Unclassified				NA	Prescott	AZ	86301	04025	   34.587023	 -112.429033	Arizona New Mexico Region	Southwest and Rocky Mountain Division	N	N	Neither	Air Ambulance                           
N0075239	AIR METHODS - FLAGSTAFF	Hospital Customer				Rural	Williams	AZ	86046	04005			Arizona New Mexico Region	Southwest and Rocky Mountain Division	N	N	Neither	Air Ambulance                           
N020B5VALY	CASCADE MEDICAL CENTER	Hospital Customer	Medium	10		Rural	Cascade	ID	83611	16085	   44.518385	 -116.04946	Idaho Montana East Oregon Region	Pacific Division	N	N	Neither	Hospital                                
N035B1LYNC	LYNCHBURG GENERAL HOSPITAL	Hospital in Region	Low	534	10752	Urban	Lynchburg	VA	24501	51031	   37.416627	  -79.16974	Virginia Region	Central Atlantic Division	Y	Y	Neither	Hospital                                
N0041074	BOSTON MEDICAL CENTER	Hospital in Region	Low	582	6985	Urban	Boston	MA	02118	25025	   42.340877	  -71.0709	Massachusetts Region	Northeast Division	Y	Y	Neither	Hospital                                
N084B1SMSA	SIERRA MEDICAL SERVICES ALLIANCE	Hospital Customer				Rural	Susanville	CA	96130	06035			California Gold Country Region	Pacific Division	N	N	Neither	Other                                   
N006B9RRMC	RONALD REAGAN UCLA MEDICAL CENTER	Hospital Out of Region	Medium	446	23644	Urban	Los Angeles	CA	90095	06037	   34.065735	 -118.44537	Los Angeles Region	Pacific Division	Y	Y	Both	Hospital                                
N0042003	VA MEDICAL CENTER WEST ROXBURY	Hospital in Region	Low	172		Urban	West Roxbury	MA	02132	25025	   42.272296	  -71.17321	Massachusetts Region	Northeast Division	Y	N	Neither	Government                              
N041BMCMAT	UMMC MATIC 2 TRIAL	Hospital Customer				Urban	Jackson	MS	39216	28049			Alabama Mississippi Region	Southeast and Caribbean Division	N	N	Neither	Other                                   
N020B5STLK	ST LUKES WOOD RIVER MEDICAL CENTER	Hospital Customer	Medium	25	2116	Rural	Ketchum	ID	83340	16013	   43.679582	 -114.36718	Idaho Montana East Oregon Region	Pacific Division	N	N	Neither	Hospital                                
N053B1BNMC	WALTER REED NATIONAL MILITARY MED CTR	Non RC Blood Centers	Medium	205	10191	Urban	Bethesda	MD	20889	24031	   39.001745	  -77.09703	National Capital and Greater Chesapeake Region	Central Atlantic Division	N	N	Neither	Government                              
N024AMBDKY	AIR METHODS BEDFORD	Hospital Customer				NA	Bedford	KY	40006	21223	   38.596216	  -85.333041	Kentucky Region	Central Atlantic Division	N	N	Neither	Air Ambulance                           
N02933025	NAVAL MEDICAL CENTER PORTSMOUTH	Military Hospital		296		Urban	Portsmouth	VA	23708	51740	   36.843804	  -76.30472	Virginia Region	Central Atlantic Division	Y	N	Neither	Government                              
N0041805	LAWRENCE GENERAL HOSPITAL	Hospital in Region	Low	186	5758	Urban	Lawrence	MA	01842	25009	   42.709071	  -71.14922	Massachusetts Region	Northeast Division	Y	N	Neither	Hospital                                
N02913063	RIVERSIDE SMITHFIELD HOSPITAL	Hospital Customer				Rural	Smithfield	VA	23430	51093			National Capital and Greater Chesapeake Region	Central Atlantic Division	Y	N	Neither	Hospital                                
N053B0UMHC	UNIV OF MARYLAND HOSPITAL	Research Lab Customers	Medium	806	19634	Urban	Baltimore	MD	21201	24510	   39.288571	  -76.62364	National Capital and Greater Chesapeake Region	Central Atlantic Division	Y	Y	Both	Hospital                                
N0406501	AIR METHODS JOLIET	Unclassified				Urban	Joliet	IL	60431	17197	   41.509668	  -88.180211	Illinois Region	North Central Division	N	N	Neither	Air Ambulance                           
N049T3301T	MEDICAL CITY ARLINGTON	Hospital Customer	Medium	431	4174	Urban	Arlington	TX	76015	48439	   32.691751	  -97.11481	North Texas Region	Southwest and Rocky Mountain Division	Y	Y	Both	Hospital                                
N0217522	AIR METHODS NM - ARTESIA FW	Hospital Customer				NA	Roswell	NM	88202	35005			Arizona New Mexico Region	Southwest and Rocky Mountain Division	N	N	Neither	Air Ambulance                           
N016COL008	GRANT MEDICAL CENTER	Hospital Out of Region	Low	429	20368	Urban	Columbus	OH	43215	39049	   39.960872	  -82.99061	Central and Southern Ohio Region	Central Atlantic Division	Y	Y	Both	Hospital                                
N084B4MUIR	JOHN MUIR MED CTR-WALNUT CREEK CAMPUS	Hospital Customer	Low	554	7592	Urban	Walnut Creek	CA	94598	06013	   37.914244	 -122.04215	Northern California Coastal Region	Pacific Division	Y	Y	Neither	Hospital                                
N009N8LL04	UC HEALTH LIFELINE 4	Hospital Customer				NA	La Junta	CO	81050	08089			Colorado Wyoming Region	Southwest and Rocky Mountain Division	N	N	Neither	Air Ambulance                           
N003B1SCOT	CHILDREN'S HEALTHCARE OF ATLANTA-SCOTTISH RITE	Hospital Out of Region	Medium	319	33132	Urban	Atlanta	GA	30342	13121	   33.907919	  -84.35428	Georgia Region	Southeast and Caribbean Division	Y	N	Neither	Hospital                                
N0115406	AIR METHODS - SULLIVAN	Unclassified				Rural	Sullivan	MO	63080	29071	   38.192428	  -91.075962	Missouri Arkansas Region	Southwest and Rocky Mountain Division	N	N	Neither	Air Ambulance                           
N602181	METROPOLITAN BLOOD SERVICES	Hospital Out of Region	Low			Urban	Yonkers	NY	10704	36119			Greater New York Region	Northeast Division	N	N	Neither	Non RC Blood Center                     
N036B1MUSC	MEDICAL UNIVERSITY OF SC	Hospital Out of Region	High	713	36299	Urban	Charleston	SC	29425	45019	   32.785397	  -79.94653	South Carolina Region	Southeast and Caribbean Division	Y	Y	Both	Hospital                                
N022TEM	TEMPLE UNIVERSITY HOSPITAL		Medium	732	30008	Urban	Philadelphia	PA	19140	42101	   40.00469	  -75.15223	Southeastern Pennsylvania Region	Northeast Division	Y	Y	Neither	Hospital                                
N0122120	CAPE FEAR VALLEY MEDICAL CENTER	External Blood Bank Customers		634	14424	Urban	Fayetteville	NC	28304	37051			North Carolina Region	Southeast and Caribbean Division	Y	N	Neither	Hospital                                
N017RMMC	UNIVERSITY OF MINNESOTA MASONIC CHILDRENS HOSPITAL	Hospital Customer	Medium	1700	7926	Urban	Minneapolis	MN	55454	27053	   44.965681	  -93.23664	Minnesota Dakotas Region	North Central Division	N	Y	Neither	Hospital                                
N020S98MDH	MCKAY-DEE HOSPITAL CENTER	Hospital Customer	Medium	321	10602	Urban	Ogden	UT	84403	49057	   41.182779	 -111.94908	Utah Nevada Region	Southwest and Rocky Mountain Division	Y	Y	Both	Hospital                                
N02913003	CHESAPEAKE REGIONAL MEDICAL CENTER	Others	Low	310	16138	Urban	Chesapeake	VA	23320	51550	   36.746128	  -76.24482	Virginia Region	Central Atlantic Division	Y	N	Neither	Hospital                                
N027CAML	CAMDEN CLARK HOSPITAL	Hospital Out of Region	Medium	302	17478	Urban	Parkersburg	WV	26101	54107	   39.270202	  -81.56042	Central Appalachia Region	Central Atlantic Division	Y	N	Neither	Hospital                                
N032B1MARN	BAY AREA MEDICAL CENTER	Hospital Customer	High	55	4009	Rural	Marinette	WI	54143	55075	   45.07076	  -87.629655	Wisconsin Region	North Central Division	N	N	Neither	Hospital                                
N017EUCL	MAYO CLINIC HEALTH SYSTEM EAU CLAIRE	Hospital Customer	High	304	10640	Urban	Eau Claire	WI	54703	55035	   44.812009	  -91.51368	Wisconsin Region	North Central Division	Y	Y	Neither	Hospital                                
N004210	RHODE ISLAND BLOOD CENTER	Community Blood Bank				NA							TBD	TBD	N	N	Neither	Non RC Blood Center                     
N020B5STLM	ST LUKES MERIDIAN MEDICAL CTR	Hospital Customer	Medium	104		Urban	Meridian	ID	83642	16001	   43.599703	 -116.3547	Idaho Montana East Oregon Region	Pacific Division	N	N	Neither	Hospital                                
N036B2VACO	VAMC COLUMBIA	VA Hospital	Medium	249	3534	Urban	Columbia	SC	29209	45079	   33.979139	  -80.96094	South Carolina Region	Southeast and Caribbean Division	Y	N	Neither	Government                              
N017REGN	REGIONS HOSPITAL	Hospital Customer	Medium	480	15817	Urban	Saint Paul	MN	55101	27123	   44.955314	  -93.09627	Minnesota Dakotas Region	North Central Division	N	Y	Neither	Hospital                                
N003B3ATHN	PIEDMONT ATHENS REGIONAL HOSPITAL		Medium	359	14275	Urban	Athens	GA	30606	13059	   33.962393	  -83.39774	Georgia Region	Southeast and Caribbean Division	Y	Y	Both	Hospital                                
N035B1GALE	HCA-LEWIS GALE HOSPITAL	Hospital Customer	Medium	506	11402	Urban	Salem	VA	24153	51161	   37.265103	  -80.03317	Virginia Region	Central Atlantic Division	Y	N	Both	Hospital                                
N021P00001	OHSU HOSPITAL	Hospital Out of Region	High	576	30383	Urban	Portland	OR	97239	41051	   45.499476	 -122.68543	Cascades Region	Pacific Division	Y	Y	Both	Hospital                                
N0176606	AIR METHODS - BLACK HILLS LIFE FLIGHT 3	Hospital Customer				NA	Rapid City	SD	57703	46103			Minnesota Dakotas Region	North Central Division	N	N	Neither	Air Ambulance                           
N0065027	AIR METHODS EL CENTRO	Unclassified				Urban	Imperial	CA	92058	06073			Southern California Region	Pacific Division	N	N	Neither	Air Ambulance                           
N050B1MCOH	UNIVERSITY OF TOLEDO	Hospital Out of Region	Low	319	9840	Urban	Toledo	OH	43614	39095	   41.621231	  -83.61598	Northern Ohio Region	Central Atlantic Division	Y	Y	Neither	Hospital                                
N002B1GMRW	GLOBAL MEDICAL RESPONSE WICHITA	Hospital Customer				Urban	Wichita	KS	67209	20173			Kansas Oklahoma Region	Southwest and Rocky Mountain Division	N	N	Neither	Air Ambulance                           
N006B3UCIM	UNIVERSITY OF CALIFORNIA, IRVINE MEDICAL CENTER	Hospital Customer	Medium	418	12748	Urban	Orange	CA	92868	06059	   33.788869	 -117.8907	Southern California Region	Pacific Division	Y	Y	Both	Hospital                                
N001001140	URMC-STRONG MEMORIAL HOSPITAL	External Blood Bank Customers	Medium	886	47521	Urban	Rochester	NY	14642	36055	   43.123034	  -77.62347	Western New York Region	Northeast Division	Y	Y	Both	Hospital                                
N0122305	HIGH POINT REGIONAL MEDICAL CENTER	Hospital Customer	Medium	351	7168	Urban	High Point	NC	27262	37081	   35.962358	  -80.012	North Carolina Region	Southeast and Caribbean Division	Y	N	Both	Hospital                                
N020B3SLMV	ST LUKES MAGIC VALLEY MEDICAL CENTER	Hospital Out of Region	Medium	224	8928	Rural	Twin Falls	ID	83301	16083	   42.591615	 -114.49699	Idaho Montana East Oregon Region	Pacific Division	Y	N	Neither	Hospital                                
N016COL012	OHIO STATE UNIVERSITY WEXNER MEDICAL CENTER	Hospital Customer	Low	1106	24860	Urban	Columbus	OH	43210	39049	   39.99407	  -83.01796	Central and Southern Ohio Region	Central Atlantic Division	Y	Y	Neither	Hospital                                
N049T0300F	BAYLOR SCOTT AND WHITE MEDICAL CTR-PLANO		High	160	6165	Urban	Plano	TX	75093	48085	   33.014344	  -96.79073	North Texas Region	Southwest and Rocky Mountain Division	Y	N	Both	Hospital                                
N021P00503	GOOD SAMARITAN HOSPITAL-CORVALLIS	Hospital Customer	High	188	10872	Urban	Corvallis	OR	97330	41003	   44.603395	 -123.25211	Cascades Region	Pacific Division	Y	Y	Neither	Hospital                                
N021GENEVA	THE GENEVA FOUNDATION	Researchers				NA							TBD	TBD	N	N	Neither	Other                                   
N0095305	AIR METHODS - OMAHA	Unclassified				Urban	Omaha	NE	68106	31055	   41.238785	  -96.002274	Nebraska Iowa Region	North Central Division	N	N	Neither	Air Ambulance                           
N007000130	BANNER UNIVERSITY MED CTR-TUCSON CAMPUS	Hospital Out of Region	Low	625	14389	Urban	Tucson	AZ	85724	04019	   32.240668	 -110.94406	Arizona New Mexico Region	Southwest and Rocky Mountain Division	Y	Y	Neither	Hospital                                
N006E63MER	SCRIPPS MERCY HOSPITAL	Hospital Out of Region	Medium	446	12037	Urban	San Diego	CA	92103	06073	   32.75188	 -117.15996	Southern California Region	Pacific Division	Y	Y	Neither	Hospital                                
N016COL013	RIVERSIDE METHODIST HOSPITAL	Miscellaneous	Low	786	21606	Urban	Columbus	OH	43214	39049	   40.031985	  -83.03128	Central and Southern Ohio Region	Central Atlantic Division	Y	Y	Both	Hospital                                
N020B5STAL	SAINT ALPHONSUS REG MEDICAL CTR		Medium	362	12989	Urban	Boise	ID	83706	16001	   43.614052	 -116.25357	Idaho Montana East Oregon Region	Pacific Division	Y	Y	Both	Hospital                                
N003B2NEGA	NORTHEAST GEORGIA MEDICAL CTR-GAINESVILLE	Hospital Out of Region	High	691	19176	Urban	Gainesville	GA	30501	13139	   34.302014	  -83.81683	Georgia Region	Southeast and Caribbean Division	Y	Y	Neither	Hospital                                
N0217504	AIR METHODS CARLSBAD FW	Unclassified				NA	Carlsbad	NM	88220	35015	   32.311474	 -104.431928	Arizona New Mexico Region	Southwest and Rocky Mountain Division	N	N	Neither	Air Ambulance                           
N0217509	AIR METHODS DEMING	Unclassified				NA	Deming	NM	88030	35029	   32.173456	 -107.727419	Arizona New Mexico Region	Southwest and Rocky Mountain Division	N	N	Neither	Air Ambulance                           
N006BZRIVE	RIVERSIDE COMMUNITY HOSPITAL	Hospital in Region	Medium	478	7760	Urban	Riverside	CA	92501	06065	   33.976508	 -117.38146	Southern California Region	Pacific Division	Y	Y	Both	Hospital                                
N0176603	AIR METHODS BLACK HILLS LIFE FLIGHT - ROTARY WING	Hospital Customer				NA	Rapid City	SD	57703	46103	   44.004564	 -103.042628	Minnesota Dakotas Region	North Central Division	N	N	Neither	Air Ambulance                           
N007EL3785	PHI ELOY AZ	Hospital Customer				Urban	Eloy	AZ	85131	04021			Arizona New Mexico Region	Southwest and Rocky Mountain Division	N	N	Neither	Air Ambulance                           
N006BZKONT	KAISER PERMANENTE ONTARIO MED CTR	Hospital Out of Region	Medium	224	17033	Urban	Ontario	CA	91761	06071	   34.032268	 -117.61096	Southern California Region	Pacific Division	N	N	Both	Hospital                                
N032B0MASO	ADVOCATE ILLINOIS MASONIC MEDICAL CENTER			397	10648	Urban	Chicago	IL	60657	17031	   41.936318	  -87.65155	Illinois Region	North Central Division	Y	Y	Both	Hospital                                
N0207801	AIR METHODS - DRIGGS	Unclassified				Rural	Driggs	ID	83422	16081	   43.728569	 -111.231457	Idaho Montana East Oregon Region	Pacific Division	N	N	Neither	Air Ambulance                           
N036B1RICH	PRISMA HEALTH RICHLAND HOSPITAL		Medium	641	19003	Urban	Columbia	SC	29203	45079	   34.027012	  -81.0301	South Carolina Region	Southeast and Caribbean Division	Y	Y	Neither	Hospital                                
