Master Customer Cd	hospital	Customer Class Dsc	Competitor Txt	Bed Cnt	Surgeries Cnt	Territory Dsc	Physical City name	Physical state code	Physical ZIP code	FIPS	latitude	longitude	HS Region	HS division	cancer_ctr_flg	trauma_ctr_flg	Percent ARC	Customer Integration Customer Class Dsc
N022PSB	PENN-PRESBYTERIAN MEDICAL CENTER	Hospital Out of Region	Medium	350	13076	Urban	Philadelphia	PA	19104	42101	   39.957118	  -75.1996	Southeastern Pennsylvania Region	Northeast Division	Y	Y	Both	Hospital                                
N053B0SNAI	SINAI HOSPITAL-BALTIMORE	Hospital Out of Region	Medium	348	19486	Urban	Baltimore	MD	21215	24510	   39.354577	  -76.66237	National Capital and Greater Chesapeake Region	Central Atlantic Division	Y	Y	Neither	Hospital                                
N053B0HOPK	JOHNS HOPKINS HOSPITAL	Hospital Customer	Medium	1095	58423	Urban	Baltimore	MD	21287	24510	   39.2973	  -76.59344	National Capital and Greater Chesapeake Region	Central Atlantic Division	N	Y	Both	Hospital                                
N022SCHB	ST CHRISTOPHER'S HOSP FOR CHILDREN/ TOWER HEALTH SYSTEM	Hospital Out of Region	Medium	188	22519	Urban	Philadelphia	PA	19134	42101	   39.989604	  -75.109091	Southeastern Pennsylvania Region	Northeast Division	N	N	Neither	Hospital                                
N0065002	AIR METHODS VICTORVILLE	Unclassified				Rural	Victorville	CA	92394	06071	   34.556111	 -117.353632	Southern California Region	Pacific Division	N	N	Neither	Air Ambulance                           
N049T0096T	BROOKE ARMY MEDICAL CENTER	External Blood Bank Customers		500		Urban	Jbsa Ft Sam Houston	TX	78234	48029	   29.460713	  -98.41856	Central and South Texas Region	Southwest and Rocky Mountain Division	Y	Y	Neither	Government                              
N001AM007	AIR METHODS POTSDAM	Unclassified				Rural	Potsdam	NY	13676	36089			Eastern New York Region	Northeast Division	N	N	Neither	Air Ambulance                           
N022CHL	CHILDREN'S HOSPITAL OF PHILADELPHIA	Researchers	Medium	564	21019	Urban	Philadelphia	PA	19104	42101	   39.948522	  -75.19331	Southeastern Pennsylvania Region	Northeast Division	N	N	Neither	Hospital                                
N011B1BARN	BARNES-JEWISH HOSPITAL	Non RC Blood Centers	High	1431	38697	Urban	Saint Louis	MO	63110	29510	   38.634772	  -90.26323	Missouri Arkansas Region	Southwest and Rocky Mountain Division	Y	Y	Both	Hospital                                
N020B5STAH	SAINT ALPHONSUS MEDICAL GROUP NAMPA	Hospital in Region	Medium	106	3165	Urban	Nampa	ID	83687	16027	   43.609971	 -116.529134	Idaho Montana East Oregon Region	Pacific Division	N	N	RBC Only	Hospital                                
N001B1AMCH	ALBANY MEDICAL CENTER HOSPITAL	Hospital Out of Region	Medium	748	27589	Urban	Albany	NY	12208	36001	   42.653215	  -73.77388	Eastern New York Region	Northeast Division	Y	Y	Neither	Hospital                                
N084UCDAV	UC DAVIS MEDICAL CENTER	Hospital Customer	Medium	646	22298	Urban	Sacramento	CA	95817	06067	   38.554353	 -121.45753	California Gold Country Region	Pacific Division	Y	Y	Both	Hospital                                
N011B9OVER	OVERLAND PARK REGIONAL MEDICAL CENTER	Hospital Out of Region	Medium	351	13366	Urban	Lenexa	KS	66215	20091	   38.937669	  -94.7237	Missouri Arkansas Region	Southwest and Rocky Mountain Division	N	Y	RBC Only	Hospital                                
N050B1STVS	MERCY ST VINCENT MEDICAL CENTER		Low	568	10387	Urban	Toledo	OH	43608	39095	   41.668766	  -83.54193	Northern Ohio Region	Central Atlantic Division	Y	Y	Both	Hospital                                
N017STIL	LAKEVIEW HOSPITAL	Hospital Customer	Medium	97	7871	Urban	Stillwater	MN	55082	27163	   45.047937	  -92.81848	Minnesota Dakotas Region	North Central Division	N	N	Neither	Hospital                                
N0025430	AIR METHODS EMPORIA	Hospital Customer				Rural	Emporia	KS	66801	20111			Kansas Oklahoma Region	Southwest and Rocky Mountain Division	N	N	Neither	Air Ambulance                           
N011126	CBC OF GREATER KANSAS CITY	Non RC Blood Centers				NA							TBD	TBD	N	N	Neither	Non RC Blood Center                     
N020S98UVR	UTAH VALLEY HOSPITAL	Hospital Customer	Medium	40	25000	Urban	Provo	UT	84604	49049	   40.248086	 -111.66558	Utah Nevada Region	Southwest and Rocky Mountain Division	Y	Y	Both	Hospital                                
N024001090	ST VINCENT EVANSVILLE	Hospital Out of Region	Medium	463	23241	Urban	Evansville	IN	47714	18163	   37.962387	  -87.50553	Indiana Region	North Central Division	Y	Y	Both	Hospital                                
N049T0062C	BAYLOR UNIVERSITY MEDICAL CTR AT DALLAS	Hospital Customer	High	914	20997	Urban	Dallas	TX	75246	48113	   32.790611	  -96.78077	North Texas Region	Southwest and Rocky Mountain Division	Y	Y	Both	Hospital                                
N030B31001	GUTHRIE ROBERT PACKER HOSPITAL	Hospital Out of Region	Medium	254	36613	Rural	Sayre	PA	18840	42015	   41.980993	  -76.51869	Greater Pennsylvania Region	Northeast Division	Y	Y	Neither	Hospital                                
N022LOL	VIRTUA HEALTH CAMDEN		Medium	340	10764	Urban	Camden	NJ	08103	34007	   39.927017	  -75.09571	New Jersey Region	Northeast Division	Y	N	Neither	Hospital                                
N035CCLB	CARILION CONSOLIDATED LABS			737	25834	Urban	Roanoke	VA	24014	51161	   37.22286	  -79.915191	Virginia Region	Central Atlantic Division	Y	Y	Neither	Hospital                                
N02920010	ECU HEALTH	Hospital Out of Region	Medium	974	21647	Urban	Greenville	NC	27835	37147	   35.605788	  -77.40094	North Carolina Region	Southeast and Caribbean Division	Y	Y	Neither	Hospital                                
N038B6LUTH	LUTHERAN HOSPITAL OF INDIANA	Hospital Out of Region	Medium	403	34833	Urban	Fort Wayne	IN	46804	18003	   41.037358	  -85.24587	Indiana Region	North Central Division	Y	Y	Both	Hospital                                
N001003102	GUTHRIE LOURDES HOSPITAL	Hospital in Region	Medium	242	18194	Urban	Binghamton	NY	13905	36007	   42.092677	  -75.93563	Western New York Region	Northeast Division	Y	Y	RBC Only	Hospital                                
N022ABN	ABINGTON HOSPITAL - JEFFERSON HEALTH	Hospital in Region	Medium	655	13688	Urban	Abington	PA	19001	42091	   40.118959	  -75.11939	Southeastern Pennsylvania Region	Northeast Division	Y	Y	Both	Hospital                                
N040STFREV	ST FRANCIS HOSPITAL OF EVANSTON	Hospital Customer	Medium	215		Urban	Evanston	IL	60202	17031	   42.024646	  -87.683963	Illinois Region	North Central Division	N	Y	Neither	Hospital                                
N0095312	AIR METHODS - NORTH PLATTE (RW)	Unclassified				Rural	North Platte	NE	69101	31111	   41.141895	 -100.800597	Nebraska Iowa Region	North Central Division	N	N	Neither	Air Ambulance                           
N02911021	SENTARA NORFOLK GENERAL HOSPITAL	Hospital in Region	Low	525	20495	Urban	Norfolk	VA	23507	51710	   36.862156	  -76.30479	Virginia Region	Central Atlantic Division	Y	Y	Both	Hospital                                
N027B2LTUN	UPMC ALTOONA	RC Blood Centers	Medium	368	26076	Urban	Altoona	PA	16601	42013	   40.521161	  -78.39814	Greater Pennsylvania Region	Northeast Division	Y	Y	Neither	Hospital                                
N003B1GRAD	GRADY MEMORIAL HOSPITAL-ATLANTA	Hospital Customer	Medium	953	11197	Urban	Atlanta	GA	30303	13121	   33.752178	  -84.3826	Georgia Region	Southeast and Caribbean Division	Y	Y	Neither	Hospital                                
N020LVSHMC	SUNRISE HOSPITAL & MED CTR	Hospital Customer	Medium	762	17255	Urban	Las Vegas	NV	89109	32003	   36.134331	 -115.1369	Utah Nevada Region	Southwest and Rocky Mountain Division	Y	Y	Both	Hospital                                
N030B12001	GEISINGER MEDICAL CENTER - DANVILLE	Miscellaneous	Medium	559	34829	Urban	Danville	PA	17822	42093	   40.966823	  -76.60329	Greater Pennsylvania Region	Northeast Division	Y	Y	Neither	Hospital                                
N007TU3191	PHI TUCUMCARI, NM	Hospital Customer				NA	Tucumcari	NM	88401	35037			Arizona New Mexico Region	Southwest and Rocky Mountain Division	N	N	Neither	Air Ambulance                           
N084B5DMO	DOCTORS MEDICAL CENTER OF MODESTO	Hospital Customer	Medium	394		Urban	Modesto	CA	95350	06099	   37.671978	 -121.007405	Northern California Coastal Region	Pacific Division	Y	Y	Both	Hospital                                
N006B9RRMC	RONALD REAGAN UCLA MEDICAL CENTER	Hospital Customer	Medium	446	23644	Urban	Los Angeles	CA	90095	06037	   34.065735	 -118.44537	Los Angeles Region	Pacific Division	Y	Y	Both	Hospital                                
N0042003	VA MEDICAL CENTER WEST ROXBURY	Hospital Customer	Low	172		Urban	West Roxbury	MA	02132	25025	   42.272296	  -71.17321	Massachusetts Region	Northeast Division	Y	N	Neither	Government                              
N053B1BNMC	WALTER REED NATIONAL MILITARY MED CTR	Military Hospital	Medium	205	10191	Urban	Bethesda	MD	20889	24031	   39.001745	  -77.09703	National Capital and Greater Chesapeake Region	Central Atlantic Division	N	N	Neither	Government                              
N053B0UMHC	UNIV OF MARYLAND HOSPITAL	Hospital Customer	Medium	806	19634	Urban	Baltimore	MD	21201	24510	   39.288571	  -76.62364	National Capital and Greater Chesapeake Region	Central Atlantic Division	Y	Y	Both	Hospital                                
N0115422	AIR METHODS EFFINGHAM	Unclassified				NA	Effingham	IL	62401	17049	   39.118722	  -88.562385	Illinois Region	North Central Division	N	N	Neither	Air Ambulance                           
N006E63SCM	SCRIPPS MEMORIAL HOSPITAL LA JOLLA	Hospital Customer	Medium	426	11788	Urban	La Jolla	CA	92037	06073	   32.88465	 -117.2253	Southern California Region	Pacific Division	Y	Y	Neither	Hospital                                
N0031135	HCA-MEMORIAL MEDICAL CENTER	Hospital in Region	Medium	512	22050	Urban	Savannah	GA	31404	13051	   32.031753	  -81.0918	Georgia Region	Southeast and Caribbean Division	Y	Y	Both	Hospital                                
N602181	METROPOLITAN BLOOD SERVICES	Non Region	Low			Urban	Yonkers	NY	10704	36119			Greater New York Region	Northeast Division	N	N	Neither	Non RC Blood Center                     
N036B1MUSC	MEDICAL UNIVERSITY OF SC	Hospital in Region	High	713	36299	Urban	Charleston	SC	29425	45019	   32.785397	  -79.94653	South Carolina Region	Southeast and Caribbean Division	Y	Y	Both	Hospital                                
N022TEM	TEMPLE UNIVERSITY HOSPITAL	Hospital in Region	Medium	732	30008	Urban	Philadelphia	PA	19140	42101	   40.00469	  -75.15223	Southeastern Pennsylvania Region	Northeast Division	Y	Y	Neither	Hospital                                
N027S0WASH	MERITUS MEDICAL CENTER	Hospital Customer	Medium	237	8274	Urban	Hagerstown	MD	21742	24043	   39.623744	  -77.68324	Central Appalachia Region	Central Atlantic Division	Y	N	Neither	Hospital                                
N007SH3293	PHI SAFFORD HOSPITAL AZ	Hospital Customer				Rural	Safford	AZ	85546	04009			Arizona New Mexico Region	Southwest and Rocky Mountain Division	N	N	Neither	Air Ambulance                           
N004210	RHODE ISLAND BLOOD CENTER	Non RC Blood Centers				NA							TBD	TBD	N	N	Neither	Non RC Blood Center                     
N0176602	AIR METHODS BLACK HILLS LIFE FLIGHT - FIXED WING	Unclassified				NA	Rapid City	SD	57703	46103	   44.004564	 -103.042628	Minnesota Dakotas Region	North Central Division	N	N	Neither	Air Ambulance                           
N036B2VACO	VAMC COLUMBIA	Military Hospital	Medium	249	3534	Urban	Columbia	SC	29209	45079	   33.979139	  -80.96094	South Carolina Region	Southeast and Caribbean Division	Y	N	Neither	Government                              
N003B3ATHN	PIEDMONT ATHENS REGIONAL HOSPITAL	Hospital Customer	Medium	359	14275	Urban	Athens	GA	30606	13059	   33.962393	  -83.39774	Georgia Region	Southeast and Caribbean Division	Y	Y	Both	Hospital                                
N021P00001	OHSU HOSPITAL	Hospital in Region	High	576	30383	Urban	Portland	OR	97239	41051	   45.499476	 -122.68543	Cascades Region	Pacific Division	Y	Y	Both	Hospital                                
N050B1MCOH	UNIVERSITY OF TOLEDO	Hospital Customer	Low	319	9840	Urban	Toledo	OH	43614	39095	   41.621231	  -83.61598	Northern Ohio Region	Central Atlantic Division	Y	Y	Neither	Hospital                                
N001001140	URMC-STRONG MEMORIAL HOSPITAL	Researchers	Medium	886	47521	Urban	Rochester	NY	14642	36055	   43.123034	  -77.62347	Western New York Region	Northeast Division	Y	Y	Both	Hospital                                
N0122305	HIGH POINT REGIONAL MEDICAL CENTER	Hospital Out of Region	Medium	351	7168	Urban	High Point	NC	27262	37081	   35.962358	  -80.012	North Carolina Region	Southeast and Caribbean Division	Y	N	Both	Hospital                                
N020B3SLMV	ST LUKES MAGIC VALLEY MEDICAL CENTER		Medium	224	8928	Rural	Twin Falls	ID	83301	16083	   42.591615	 -114.49699	Idaho Montana East Oregon Region	Pacific Division	Y	N	Neither	Hospital                                
N016COL012	OHIO STATE UNIVERSITY WEXNER MEDICAL CENTER	External Blood Bank Customers	Low	1106	24860	Urban	Columbus	OH	43210	39049	   39.99407	  -83.01796	Central and Southern Ohio Region	Central Atlantic Division	Y	Y	Neither	Hospital                                
N0075226	AIR METHODS SUN CITY	Unclassified				Urban	Sun City West	AZ	85375	04013	   33.685809	 -112.366168	Arizona New Mexico Region	Southwest and Rocky Mountain Division	N	N	Neither	Air Ambulance                           
N007000130	BANNER UNIVERSITY MED CTR-TUCSON CAMPUS	Hospital Customer	Low	625	14389	Urban	Tucson	AZ	85724	04019	   32.240668	 -110.94406	Arizona New Mexico Region	Southwest and Rocky Mountain Division	Y	Y	Neither	Hospital                                
N006E63MER	SCRIPPS MERCY HOSPITAL	Hospital Customer	Medium	446	12037	Urban	San Diego	CA	92103	06073	   32.75188	 -117.15996	Southern California Region	Pacific Division	Y	Y	Neither	Hospital                                
N016COL013	RIVERSIDE METHODIST HOSPITAL	Hospital Customer	Low	786	21606	Urban	Columbus	OH	43214	39049	   40.031985	  -83.03128	Central and Southern Ohio Region	Central Atlantic Division	Y	Y	Both	Hospital                                
N020B5STAL	SAINT ALPHONSUS REG MEDICAL CTR	Hospital Out of Region	Medium	362	12989	Urban	Boise	ID	83706	16001	   43.614052	 -116.25357	Idaho Montana East Oregon Region	Pacific Division	Y	Y	Both	Hospital                                
N0337018	SAINT FRANCIS HOSPITAL AND MEDICAL CENTER	Hospital Customer	Medium	617	28498	Urban	Hartford	CT	06105	09003	   41.775047	  -72.69946	Connecticut Rhode Island Region	Northeast Division	Y	Y	Both	Hospital                                
N036B1RICH	PRISMA HEALTH RICHLAND HOSPITAL	Hospital Customer	Medium	641	19003	Urban	Columbia	SC	29203	45079	   34.027012	  -81.0301	South Carolina Region	Southeast and Caribbean Division	Y	Y	Neither	Hospital                                
N027B7WVUH	J.W. RUBY MEMORIAL HOSPITAL		Medium	690	18404	Urban	Morgantown	WV	26506	54061	   39.652914	  -79.95956	Central Appalachia Region	Central Atlantic Division	Y	Y	Neither	Hospital                                
N038B6PURD	PURDUE UNIVERSITY FORT WAYNE - JOSE THEKKINIATH PHD	Researchers				NA	Fort Wayne	IN	46815	18003			Indiana Region	North Central Division	N	N	Neither	Other                                   
N022CROB	CROZER CHESTER MEDICAL CENTER	Hospital Customer	Medium	459	15437	Urban	Chester	PA	19013	42045	   39.855425	  -75.36884	Southeastern Pennsylvania Region	Northeast Division	Y	Y	Neither	Hospital                                
N011B5CARB	MEMORIAL HOSPITAL-CARBONDALE	Non RC Blood Centers	High	154	7584	Urban	Carbondale	IL	62901	17077	   37.72757	  -89.22011	Missouri Arkansas Region	Southwest and Rocky Mountain Division	Y	Y	Neither	Hospital                                
N053B1WAHC	WASHINGTON HOSPITAL CENTER	Hospital in Region	Medium	926	23505	Urban	Washington	DC	20010	11001	   38.931182	  -77.01317	National Capital and Greater Chesapeake Region	Central Atlantic Division	Y	Y	Both	Hospital                                
N020S98IMC	INTERMOUNTAIN MEDICAL CENTER	Hospital Customer	Medium	508	22866	Urban	Salt Lake City	UT	84157	49035	   40.659902	 -111.89387	Utah Nevada Region	Southwest and Rocky Mountain Division	Y	Y	Both	Hospital                                
N020S98DRM	ST GEORGE REGIONAL MEDICAL CENTER	Hospital Customer	Medium	245		Urban	Saint George	UT	84770	49053	   37.098487	 -113.57488	Utah Nevada Region	Southwest and Rocky Mountain Division	N	Y	Both	Hospital                                
N022XHF	CAPITAL HEALTH SYSTEM-FULD CAMPUS	Hospital Customer	Medium	237	14109	Urban	Trenton	NJ	08638	34021	   40.236021	  -74.75275	New Jersey Region	Northeast Division	N	Y	Neither	Hospital                                
N0075237	AIR METHODS OREM	Hospital Customer				Urban	Orem	UT	84057	49049			Utah Nevada Region	Southwest and Rocky Mountain Division	N	N	Neither	Air Ambulance                           
N009N8DHMC	DENVER HEALTH MEDICAL CENTER		Medium	525	6682	Urban	Denver	CO	80204	08031	   39.727945	 -104.99146	Colorado Wyoming Region	Southwest and Rocky Mountain Division	Y	Y	Neither	Hospital                                
N0122425	UNC MEDICAL CENTER	Hospital Out of Region	Medium	923	30184	Urban	Chapel Hill	NC	27514	37135	   35.903641	  -79.05222	North Carolina Region	Southeast and Caribbean Division	Y	Y	Both	Hospital                                
N0041039	MASSACHUSETTS GENERAL HOSPITAL	Hospital Out of Region	Medium	1043	39730	Urban	Boston	MA	02114	25025	   42.362869	  -71.06863	Massachusetts Region	Northeast Division	Y	Y	Both	Hospital                                
N038B6PARK	PARKVIEW REGIONAL MEDICAL CENTER	Hospital Out of Region	High	620		Urban	Fort Wayne	IN	46805	18003	   41.096058	  -85.11155	Indiana Region	North Central Division	Y	Y	Neither	Hospital                                
N0535616	AIR METHODS GETTYSBURG	Hospital Customer				Urban	Gettysburg	PA	17325	42001			Greater Pennsylvania Region	Northeast Division	N	N	Neither	Air Ambulance                           
N022105	BLOOD BANK OF DELMARVA	Hospital in Region				NA							TBD	TBD	N	N	Neither	Non RC Blood Center                     
N017177	MEMORIAL BLOOD CENTERS OF MINNEAPOLIS	Non RC Blood Centers				NA							TBD	TBD	N	N	Neither	Non RC Blood Center                     
N049T1650T	BAYLOR SCOTT AND WHITE MED CTR-GRAPEVINE	Non RC Blood Centers	High	302	7001	Urban	Grapevine	TX	76051	48439	   32.93558	  -97.09393	North Texas Region	Southwest and Rocky Mountain Division	Y	Y	Neither	Hospital                                
N001AM006	AIR METHODS HORNELL	Hospital in Region				Rural	Hornell	NY	14843	36101			Western New York Region	Northeast Division	N	N	Neither	Air Ambulance                           
N0075218	AIR METHODS PAYSON	Unclassified				Rural	Payson	AZ	85541	04007	   34.194537	 -111.304309	Arizona New Mexico Region	Southwest and Rocky Mountain Division	N	N	Neither	Air Ambulance                           
N02911027	RIVERSIDE REGIONAL MEDICAL CENTER	Hospital Customer	Medium	576	8322	Urban	Newport News	VA	23601	51700	   37.065578	  -76.48429	Virginia Region	Central Atlantic Division	Y	Y	Neither	Hospital                                
N001AM009	AIR METHODS SENECA FALLS	Unclassified				NA	Seneca Falls	NY	13148	36099			Western New York Region	Northeast Division	N	N	Neither	Air Ambulance                           
N053B1GTWN	GEORGETOWN UNIV HOSPITAL	Hospital Out of Region	Medium	609	15511	Urban	Washington	DC	20007	11001	   38.911418	  -77.07534	National Capital and Greater Chesapeake Region	Central Atlantic Division	Y	Y	Both	Hospital                                
N007000125	TUCSON MEDICAL CENTER	Non RC Blood Centers	Low	629	21254	Urban	Tucson	AZ	85712	04019	   32.250732	 -110.88016	Arizona New Mexico Region	Southwest and Rocky Mountain Division	Y	N	Neither	Hospital                                
N022183	MILLER MEMORIAL BLOOD CENTER	External Blood Bank Customers				NA							TBD	TBD	N	N	Neither	Non RC Blood Center                     
N032H0ABGB	AURORA BAYCARE MEDICAL CENTER	Hospital Customer		167		Urban	Green Bay	WI	54311	55009			Wisconsin Region	North Central Division	N	N	Neither	Hospital                                
N0122420	WAKE FOREST BAPTIST MEDICAL CENTER		Medium	885	34412	Urban	Winston Salem	NC	27157	37067	   36.090002	  -80.27149	North Carolina Region	Southeast and Caribbean Division	Y	Y	Both	Hospital                                
N030B7004H	PENN STATE HEALTH MILTON S HERSHEY MEDICAL CENTER	Hospital in Region		548	30087	Urban	Hershey	PA	17033	42043	   40.272968	  -76.6758	Greater Pennsylvania Region	Northeast Division	Y	Y	Both	Hospital                                
N0115308	AIR METHODS FARMINGTON MO	Hospital Customer				Rural	Farmington	MO	63640	29187			Missouri Arkansas Region	Southwest and Rocky Mountain Division	N	N	Neither	Air Ambulance                           
N040B0LOYO	LOYOLA UNIVERSITY MEDICAL CENTER	Hospital Customer	Medium	547	11852	Urban	Maywood	IL	60153	17031	   41.85992	  -87.83516	Illinois Region	North Central Division	Y	Y	Both	Hospital                                
N003B1HNRY	PIEDMONT HENRY HOSPITAL	Hospital in Region	Medium	215	8674	Urban	Stockbridge	GA	30281	13151	   33.509001	  -84.22557	Georgia Region	Southeast and Caribbean Division	Y	N	Both	Hospital                                
N009N8UCMC	UCHEALTH UNIVERSITY OF COLORADO HOSPITAL	Non RC Blood Centers	Medium	698	11592	Urban	Aurora	CO	80045	08001	   39.742298	 -104.84137	Colorado Wyoming Region	Southwest and Rocky Mountain Division	Y	Y	Neither	Hospital                                
N027B9CAMC	CHARLESTON AREA MEDICAL CENTER	Hospital Customer	Medium	472		Urban	Charleston	WV	25304	54039	   38.328686	  -81.60317	Central Appalachia Region	Central Atlantic Division	Y	Y	Neither	Hospital                                
N006BJANVD	ANTELOPE VALLEY MEDICAL CENTER	Hospital Out of Region	Medium	390	12259	Urban	Lancaster	CA	93534	06037	   34.689389	 -118.15847	Los Angeles Region	Pacific Division	Y	Y	Neither	Hospital                                
N042C00019	METRO HEALTH MEDICAL CENTER-CLEVELAND	Hospital Out of Region	Medium	731	16750	Urban	Cleveland	OH	44109	39035	   41.462316	  -81.69823	Northern Ohio Region	Central Atlantic Division	Y	Y	Neither	Hospital                                
N040B0UCHI	THE UNIVERSITY OF CHICAGO MEDICAL CENTER		High	805	18526	Urban	Chicago	IL	60637	17031	   41.788196	  -87.60449	Illinois Region	North Central Division	Y	Y	Both	Hospital                                
N0065018	AIR METHODS THERMAL	Unclassified				Urban	Thermal	CA	92274	06025			Southern California Region	Pacific Division	N	N	Neither	Air Ambulance                           
N0122415	NEW HANOVER REGIONAL MED CTR	Non RC Blood Centers	Medium	800	28039	Urban	Wilmington	NC	28401	37129	   34.206125	  -77.92417	North Carolina Region	Southeast and Caribbean Division	N	Y	Both	Hospital                                
N003B4MCMA	ATRIUM HEALTH NAVICENT	Hospital Customer	High	637	24828	Urban	Macon	GA	31201	13021	   32.832899	  -83.63607	Georgia Region	Southeast and Caribbean Division	Y	Y	Neither	Hospital                                
N0047128	UNIVERSITY OF VERMONT MEDICAL CENTER	Theraputic Phlebotomy	Medium	562	22255	Urban	Burlington	VT	05401	50007	   44.480764	  -73.20069	Northern New England Region	Northeast Division	Y	Y	Neither	Hospital                                
N002B19398	WESLEY MEDICAL CENTER	External Blood Bank Customers	Medium	859	17202	Urban	Wichita	KS	67214	20173	   37.695542	  -97.29906	Kansas Oklahoma Region	Southwest and Rocky Mountain Division	N	Y	Both	Hospital                                
N02912034	SENTARA WILLIAMSBURG REGIONAL MED CENTER	Non RC Blood Centers	Low	145	5016	Urban	Williamsburg	VA	23186	51830	   37.338914	  -76.73937	Virginia Region	Central Atlantic Division	Y	N	RBC Only	Hospital                                
N027B1CVMH	CONEMAUGH MEMORIAL MEDICAL CENTER	Hospital Customer	Medium	468	31038	Urban	Johnstown	PA	15905	42021	   40.305032	  -78.9189	Greater Pennsylvania Region	Northeast Division	Y	Y	Neither	Hospital                                
N0122225	DUMC DUKE UNIVERSITY MEDICAL CENTER	Hospital Customer	Medium	960	38334	Urban	Durham	NC	27710	37063	   36.008249	  -78.93738	North Carolina Region	Southeast and Caribbean Division	Y	Y	Both	Hospital                                
N049T4500T	MEDICAL CITY OF MCKINNEY	Hospital Customer	Medium	257	4955	Urban	McKinney	TX	75069	48085	   33.159806	  -96.63549	North Texas Region	Southwest and Rocky Mountain Division	Y	Y	RBC Only	Hospital                                
N02911009	SENTARA VIRGINIA BEACH GENERAL HOSPITAL	Hospital Customer	Low	273	11593	Urban	Virginia Beach	VA	23454	51810	   36.86414	  -76.02834	Virginia Region	Central Atlantic Division	Y	Y	Both	Hospital                                
N022PSB	PENN-PRESBYTERIAN MEDICAL CENTER	Hospital Customer	Medium	350	13076	Urban	Philadelphia	PA	19104	42101	   39.957118	  -75.1996	Southeastern Pennsylvania Region	Northeast Division	Y	Y	Both	Hospital                                
N053B0SNAI	SINAI HOSPITAL-BALTIMORE	Hospital in Region	Medium	348	19486	Urban	Baltimore	MD	21215	24510	   39.354577	  -76.66237	National Capital and Greater Chesapeake Region	Central Atlantic Division	Y	Y	Neither	Hospital                                
N053B0HOPK	JOHNS HOPKINS HOSPITAL	External Blood Bank Customers	Medium	1095	58423	Urban	Baltimore	MD	21287	24510	   39.2973	  -76.59344	National Capital and Greater Chesapeake Region	Central Atlantic Division	N	Y	Both	Hospital                                
N022SCHB	ST CHRISTOPHER'S HOSP FOR CHILDREN/ TOWER HEALTH SYSTEM	Hospital in Region	Medium	188	22519	Urban	Philadelphia	PA	19134	42101	   39.989604	  -75.109091	Southeastern Pennsylvania Region	Northeast Division	N	N	Neither	Hospital                                
N0337019	SAINT MARYS HOSPITAL	Hospital Customer	Medium	182	27194	Urban	Waterbury	CT	06706	09009	   41.552275	  -73.03603	Connecticut Rhode Island Region	Northeast Division	Y	Y	Both	Hospital                                
N049T0096T	BROOKE ARMY MEDICAL CENTER			500		Urban	Jbsa Ft Sam Houston	TX	78234	48029	   29.460713	  -98.41856	Central and South Texas Region	Southwest and Rocky Mountain Division	Y	Y	Neither	Government                              
N053B1HOWD	HOWARD UNIVERSITY HOSPITAL CORP.	Others	Medium	482	10016	Urban	Washington	DC	20060	11001	   38.916986	  -77.02189	National Capital and Greater Chesapeake Region	Central Atlantic Division	Y	Y	Neither	Hospital                                
N022CHL	CHILDREN'S HOSPITAL OF PHILADELPHIA	Miscellaneous	Medium	564	21019	Urban	Philadelphia	PA	19104	42101	   39.948522	  -75.19331	Southeastern Pennsylvania Region	Northeast Division	N	N	Neither	Hospital                                
N022LVHM	LEHIGH VALLEY HOSPITAL - MUHLENBERG	Hospital Customer	Medium	256	10439	Urban	Bethlehem	PA	18017	42095	   40.660003	  -75.37405	Greater Pennsylvania Region	Northeast Division	N	Y	Neither	Hospital                                
N001B1AMCH	ALBANY MEDICAL CENTER HOSPITAL	Non RC Blood Centers	Medium	748	27589	Urban	Albany	NY	12208	36001	   42.653215	  -73.77388	Eastern New York Region	Northeast Division	Y	Y	Neither	Hospital                                
N053B1POTO	SENTARA NORTHERN VIRGINIA MEDICAL CENTER	Hospital Out of Region	Low	183	10793	Urban	Woodbridge	VA	22191	51153	   38.63504	  -77.28543	National Capital and Greater Chesapeake Region	Central Atlantic Division	Y	N	Both	Hospital                                
N011B9OVER	OVERLAND PARK REGIONAL MEDICAL CENTER		Medium	351	13366	Urban	Lenexa	KS	66215	20091	   38.937669	  -94.7237	Missouri Arkansas Region	Southwest and Rocky Mountain Division	N	Y	RBC Only	Hospital                                
N050B1STVS	MERCY ST VINCENT MEDICAL CENTER	Hospital Customer	Low	568	10387	Urban	Toledo	OH	43608	39095	   41.668766	  -83.54193	Northern Ohio Region	Central Atlantic Division	Y	Y	Both	Hospital                                
N003B1KENN	WELLSTAR KENNESTONE HOSPITAL	Hospital Customer	High	633	24159	Urban	Marietta	GA	30060	13067	   33.969201	  -84.55034	Georgia Region	Southeast and Caribbean Division	Y	Y	Neither	Hospital                                
N011126	CBC OF GREATER KANSAS CITY	Community Blood Bank				NA							TBD	TBD	N	N	Neither	Non RC Blood Center                     
N022EIN	EINSTEIN MEDICAL CENTER PHILADELPHIA	Hospital Out of Region	Medium	750	13079	Urban	Philadelphia	PA	19141	42101	   40.036952	  -75.14469	Southeastern Pennsylvania Region	Northeast Division	Y	Y	Both	Hospital                                
